,labels,responses
4500,NOT_SARCASM,Evil shut signed Universe refused shut Q
4501,NOT_SARCASM,obvious orgnised crime date 183 arrested Organised crime ... say SICK HUMANS making money Brainwashed sheep GSoros Q
4502,NOT_SARCASM,I'm cheesy words don't time
4503,NOT_SARCASM,love Patriots felt strong divide God bless God bless God bless Q God bless America world #QAnon #WWG1WGA #Winning
4504,NOT_SARCASM,Thank putting #AwesomeList #AwesomeFriends wish
4505,NOT_SARCASM,thanks joining friend hope feeling better soon #Peace & #Balance
4506,NOT_SARCASM,#DailySketch 11 : 1 : #Metapod 2 : #Karanya ( true looks colorblind shapeshifter ) 3 : ( ) 4 :
4507,NOT_SARCASM,#soul brings fragrance #compassion hungry
4508,NOT_SARCASM,older dog bit friends dog attacked gave puncture wound vet
4509,NOT_SARCASM,Alex ... join videos built looking #CoachJohn #CoachSam It's
4510,NOT_SARCASM,Did Iran attack Embassy #SolidInformation #SpecialSolidSources provided #SolidInformation Proven believing they're told
4511,NOT_SARCASM,John 3 ; 16 God loved world gave Son believes shall perish eternal life 17 God did send Son world condemn world world
4512,NOT_SARCASM,2019 #TunstallArrow site named Regeneration Project bet happening surprising it's successful Enterprise Zones country ... #stokeisontheup
4513,NOT_SARCASM,commandment : love God love brothers & sisters 1 John 4:21 ️ ️ #bible #verseoftheday #todaysreading
4514,NOT_SARCASM,IGNORE don't feed #trolls #Self important love #loveyourself
4515,NOT_SARCASM,Yes #SpreadLove ... Love #Kindness Wasted ... #BeKind Sprinkle ... Thanks Kriti ... God bless
4516,NOT_SARCASM,Thank Quinn putting #AwesomeList wish
4517,NOT_SARCASM,George Michael solo fact know word Listen Prejudice Vol 2 heart ️
4518,NOT_SARCASM,driven #closed #mindsets #heart & & acknowledge pay respect original owners sacred lands waterways
4519,NOT_SARCASM,Messiah King Israel King Jewish Earth Souls Children #messiah #kingofisrael #israel
4520,NOT_SARCASM,senators say Sen Barbara Lee voted correctly WRONG GUTS & INTEGRITY Reid admit WRONG IMPORTANT Afghanistan vote
4521,NOT_SARCASM,love support wonderful woman people took away choice come dealt beautifully strong great inspiration #nikkitutorials #translivesmatter #inspiration
4522,NOT_SARCASM,#tech #CES : technology lets type desk
4523,NOT_SARCASM,14 believe emperor #represents #ego thing tries cage #us
4524,NOT_SARCASM,Totally opposite Actually people knows recognizes telegraphs past loser overnight
4525,NOT_SARCASM,Oh please I'm sure best types dogs hug
4526,NOT_SARCASM,Oh god look productive
4527,NOT_SARCASM,She's fav author participation vital Debts repaid important Hwevr continue look back & yell tends stay active & define Equity freedom & justice empowering ideas move inspiration railing
4528,NOT_SARCASM,careful generalizing firmly believe Majority people races religoen creeds coexist whiteout fear hate start government needs reunite black white home
4529,NOT_SARCASM,Great Info Thanks ... right folks say good #Rosin wasted edibles I'll try experience knowledge ️
4530,NOT_SARCASM,#Mybody #2020PersonalFitnessGoal happy healthy & serve joy #IAmEnough Flawsome
4531,NOT_SARCASM,idk honest nice friends peace community spread #hate
4532,NOT_SARCASM,That's equation #asli #UniversalTruth That's I've made & & B Minister decades ago ( Official ) There's abt
4533,NOT_SARCASM,needs glaring lack self-awareness write free infrastructure core development wouldn't possible public funding blockchain crypto evangelists miss-characterize distributed governance no-governance
4534,NOT_SARCASM,science sublimation #God happiness grow divide break ties #Infinity #Space souls magnify constantly sharing gifts
4535,NOT_SARCASM,Hahahaha Yeah Imperial closer Mall 5 min south Travelodge
4536,NOT_SARCASM,remind good life based #deeds perform & #legacy decide leave result mark made world Stay Blessed #rajeshgoyal
4537,NOT_SARCASM,Buddy Taehyung won title Jk It's Taehyung brag ur tweet sounded winner Taehyung winner 2 yrs back U worded differently glorifying
4538,NOT_SARCASM,part 14 way make satisfying compromise #Rex #Dangervest #RexDangervest
4539,NOT_SARCASM,Thank Virginia hope start mine Enjoy #Peaceful #joyful 2020
4540,NOT_SARCASM,awesome human stay #faith #DoingTheRightThing
4541,NOT_SARCASM,#LastNight's 1st #FullMoon 2020 isn't ladies
4542,NOT_SARCASM,31st December goes 1st January comes come good intentions ( continued ) course give #Wishes better ...
4543,NOT_SARCASM,share love love vibrations change attention focused Shift attention & #peace & feel aligning love #mustread #WednesdayVibes ‘ attracts ’
4544,NOT_SARCASM,step way make #SemperFidelis
4545,NOT_SARCASM,People block idea I'm
4546,NOT_SARCASM,Girl highest charting song feature Let's act hot time couldn't crack top 15 Mariah put song
4547,NOT_SARCASM,Hmmmm respecting jihad PUBLIC American soil
4548,NOT_SARCASM,Please try keep faith mom reconnect trust God bring faithful back right time #pray light #God's heart brings fractured families back soon Ezekiel 36:26
4549,NOT_SARCASM,Consider powerless Job ended #God passage strong person Job #endure found #Christ ability turn empowering survivors emotional wildernesses
4550,NOT_SARCASM,wonderful sharing example brilliant #Twitter 10 ish put group covered ... experts ( JP ) Governors ( NK ) HT's teachers love #keepit don't ask away
4551,NOT_SARCASM,amazing FMC colleagues room time talk longer
4552,NOT_SARCASM,thats coming Q
4553,NOT_SARCASM,true make poverty history scam Rationally ; scam [ s ] & entities say advertising done #StopHelp
4554,NOT_SARCASM,oh okkkkkk u u scared u sort frame reference reactions thoughhh takes lot come verbally feeling glad accept u u
4555,NOT_SARCASM,Hmmmm respecting jihad PUBLIC American soil
4556,NOT_SARCASM,know presidential history recognized similarities Ronald Reagan MODERN PRESIDENT didn't speech # 4U
4557,NOT_SARCASM,Happiness equal value state wanting happy matter preference : laugh cry yell act cold robotic laugh smile enjoy time earth #happiness #enjoyment #laughter
4558,NOT_SARCASM,beautiful iconic brunettes guess #DarkAndLovelyLocks #BrownieLocks #BrunetteHair
4559,NOT_SARCASM,gone danced girlfriend problem man dancing man #LGBT #samesex
4560,NOT_SARCASM,simply put #CHRIST #JESUS #HOPE going today
4561,NOT_SARCASM,encourage mad temptation Joseph Schwanter Portrait program #music shouldn't missed #BMOP
4562,NOT_SARCASM,fine Try responses don't forget least three #tags post reach larger #audience
4563,NOT_SARCASM,cheers bro reciprocation great #Peace & #Balance
4564,NOT_SARCASM,wonderful sharing example brilliant #Twitter 10 ish put group covered ... experts ( JP ) Governors ( NK ) HT's teachers love #keepit don't ask away
4565,NOT_SARCASM,2019 launched programmatic prints ads featured QR Code time geolocation scanner deliver relevant promo #advertisers #innovation
4566,NOT_SARCASM,( 4/4 ) love deeply can't wait 2020 takes Happy New ♡ #Support #Passion #Gratitude
4567,NOT_SARCASM,Can't Believe Ending Season 4 Can't Wait January 10 Show Comes Back Tomorrow #TheGoodPlaceSeason4 #TheGoodPlaceLastSeason Can't Wait #TheGoodPlaceFinale ‍ ️ ‍ ‍ ‍ ️ ‍ ‍
4568,NOT_SARCASM,it's noted received #refund raised ... refund #asap
4569,NOT_SARCASM,Yep following following unfollowed BLOCKED sad check follow definitely careful Thanks Kathy letting know upsetting
4570,NOT_SARCASM,It's happens catty females ops tied ganster Pope factor level proud ex Roomie super proud Got hella cut job Surely hope back happy work Sons happy 4 work romancing stone
4571,NOT_SARCASM,#retweet #follow #comment guess tags sum Keep daily
4572,NOT_SARCASM,Sinning happens nearly result Wrath poured nearly That's cancer common ailment — — — #God #Jesus #HolySpirit
4573,NOT_SARCASM,Inditeable crimes required Obstruction branches legal behavior figures way
4574,NOT_SARCASM,understand follows caste system anymore conversions dongi pastors violent #jihad convince people feel enslaved villages equal That's #Jesus message
4575,NOT_SARCASM,#God's Spirit compassion guide say today going ... #Depression #Prayer Psalms 143:10 & Ezekiel 36:26
4576,NOT_SARCASM,Liberal fake speaking points rediculous best Printing money run huge deficits economy & paying price Ontario ignorance incompetence Western alienation time high pm that's work
4577,NOT_SARCASM,I'll make follower count XD
4578,NOT_SARCASM,Thank DB putting #AwesomeList wish
4579,NOT_SARCASM,( 4/4 ) come honor ample praise appreciation come marvel great diversity existence come pray thoughts opening hearts ancient children know meaning life #poetry #poem #life
4580,NOT_SARCASM,come u cropped tweet referring left war crimes million people Iraqis
4581,NOT_SARCASM,reply ‘ bad luck'. customer service trying accommodate help customers #worstcustomerservice #jet2 #customerservice
4582,NOT_SARCASM,great #wealth good #health & #quality fulfilled & quote
4583,NOT_SARCASM,Thank sharing story love happy stories Trust Truth extremely valuable Glad learn grow example
4584,NOT_SARCASM,I'm oppressed gay black Muslim child immigrant woman don't apply care
4585,NOT_SARCASM,Thank tag Chrissy I'm bit Tweets wish
4586,NOT_SARCASM,course racist rags continue write racist garbage diverse group journalists cover directly That's HUGE RRs know popular couples world decide dibs photos stories
4587,NOT_SARCASM,That's keep telling LOL work you're flight attendant don't drink coffee
4588,NOT_SARCASM,PeeCattaboo wants cat made rush #Cat #Pocket #Peekaboo
4589,NOT_SARCASM,peel back overheard Whiskey River donut shop ed put surfaced Scientist easier buy song immediately #iMissNewMusicTuesdays
4590,NOT_SARCASM,players linked Sarri Barella football
4591,NOT_SARCASM,John 3 ; 16 God loved world gave Son believes shall perish eternal life 17 God did send Son world condemn world world
4592,NOT_SARCASM,Absolutely I'd love catch miss voice mind vibe #friend #hugs
4593,NOT_SARCASM,Hi Carolyn awesome beautiful people #FridayVibes #life
4594,NOT_SARCASM,Oh yes love good mad brainstorming session secretly strapline thought promoting ( defunct ) neighbourhood action panels : help neighbourhood NAP taken sad
4595,NOT_SARCASM,giveness Love surrender Love living broken & given bread ️ ️ ️ ️ ️ #ThinkBIGSundayWithMarsha #JoyTrain
4596,NOT_SARCASM,hoRRIble hoRRIble hoRRIble wave career goodbye PORN .. .. japanese-ASIA-PORN map ️ i'm racist it's Proffy tURned ️ 2 ⃣ Pornographer yakk ( psst yakk #Feecting mammals ASIA )
4597,NOT_SARCASM,Let's math ... $ 3M divided $ 2800 individual limits means 1071 people illegal conspiracy
4598,NOT_SARCASM,say yes camera pen pal leave replies
4599,NOT_SARCASM,value Money refers metal content coin
4600,NOT_SARCASM,Went local distillery nice cocktails small plates
4601,NOT_SARCASM,smile gracefully replace cry smile laughter Africa mama Africa Composed Written JTP #Poetry_Planet #women
4602,NOT_SARCASM,lol trump try legally change spelling word #jenius actually word alternate fact filled universe
4603,NOT_SARCASM,#general lots general soldier #GhasemSoleymani
4604,NOT_SARCASM,Thank dear Vicki I'm honored list ️ #WritingCommnunity #Writer I'd add top authors showcase books
4605,NOT_SARCASM,Giri Haji available watch
4606,NOT_SARCASM,submit talk MAPS ( submit needed submit it's better ... ) & supporting virtual & F2F symposium important partially b c it's we're going sell larger ( 2 long ) virtual component BCCEs
4607,NOT_SARCASM,#ZOOMORPHISM FATHERLAND German words animals wear glasses apparently bad thing ... ready insults #Brillenschlange Spectacle-Snake — #German
4608,NOT_SARCASM,Actually matter made joke fell flat & offended people I'm terribly sorry sincerely apologize I've learned lesson today & I'll move sensitive people's feelings & mindful words #peace #apologies
4609,NOT_SARCASM,hit right nail lab major issue affects quality care & patients Voiced & stood team #quality patient care
4610,NOT_SARCASM,word Lord came : Mark given truth Word — — — #God #Jesus #HolySpirit
4611,NOT_SARCASM,person show & #power make meetings impossible exhibit #contacts #contracts & ... ️ ️ ️ bond & breathes despite ️
4612,NOT_SARCASM,#RussianBOTtomfeeder Ignore Ted You're ️ ️ ️
4613,NOT_SARCASM,lost point pick peoples grammar ( autocorrect ) appreciate fellow Americans took time educate #TheGreatAwakening #TrumpSupporters #peace
4614,NOT_SARCASM,beautiful view #Pyrenees #France #Spain cover February 2019 ️ 60 images : interesting images 2019 Credits :
4615,NOT_SARCASM,Buddy Taehyung won title Jk It's Taehyung brag ur tweet sounded winner Taehyung winner 2 yrs back U worded differently glorifying
4616,NOT_SARCASM,careful generalizing firmly believe Majority people races religoen creeds coexist whiteout fear hate start government needs reunite black white home
4617,NOT_SARCASM,5 mins photo taken It's going take people shows there's space common sense Issue application common sense shouldn't left dolts decide ground list lot damaged
4618,NOT_SARCASM,identify democrat tho policies republican socialist ( different idiologies ) count vote Stalin term : Useful idiots term laugh non-communists supported
4619,NOT_SARCASM,part sad truth people aren't educated properly LGBTQ comes lack education ignorance happy young generation remaining closeted & stepping
4620,NOT_SARCASM,I'm #member disappointed trying #help make #future stays better letting know room
4621,NOT_SARCASM,Sending #light #LoveThread part two comeback tour ( ( ( bear hugs ) ) )
4622,NOT_SARCASM,feels heavy remember : keep swimming fish Tags ; #mirandamarz #astrology #zodiac
4623,NOT_SARCASM,worry & worry #People #Boroughs & #Cities & come suddenly unexpectedly ...
4624,NOT_SARCASM,... .. sigh talk tell #TwitterFam praying hard #Energy heals
4625,NOT_SARCASM,regret I'm full can't breathe
4626,NOT_SARCASM,That's what's called #perseverance dear friend persevere Abt isn't cooking beans ( cooking beans takes lot make #soft ) friend Let's make louder pls
4627,NOT_SARCASM,Meet Bayo God bless home Celebrating got married 2019 singles fellowship #singlesfellowship #singlesmarried #marriage
4628,NOT_SARCASM,response telling phone #modernworld
4629,NOT_SARCASM,amount Money buy Joy Joy lives one's heart Wish Joy
4630,NOT_SARCASM,song That's beauty Tell don't feel #QueenEry #Girls it's themed thought beautiful
4631,NOT_SARCASM,Continue living fantasy world Trump President 2024 Gonna figure way deal Did hear Natty crowd chanting USA
4632,NOT_SARCASM,Thank Angel did wish
4633,NOT_SARCASM,going new P & O ship October #covhour
4634,NOT_SARCASM,Soldiers didn't send ... Volunteered #Iran #Iraq #Ukraine
4635,NOT_SARCASM,... say #SOTUSpeak say what's mind Say #LifeIsPrayer #DeathIsBaptism say civility say ze stop ; ze allow
4636,NOT_SARCASM,did months back fun nieces helped figure state followers helped clear list hit 50 states Canada UK
4637,NOT_SARCASM,MUPPET PLAYS GUITAR #VLOG2020 [ Ep 011 ] Hi name Larry worked hard #vlog please & enjoyed mean lot thanks
4638,NOT_SARCASM,Ion mind got bond issa mood ‍ ️
4639,NOT_SARCASM,Perfect Minister Tweeter truly rare I've heard Keep good work
4640,NOT_SARCASM,Dear Madam Germany support Gen Flynn 90 % Twitter Morning amazing LOVE side #PardonFlynnNow
4641,NOT_SARCASM,allow act judge jury executioner ... wtf think dead iranian 600 American servicemembers dead Holy crap logic says Iranian muslim pure
4642,NOT_SARCASM,RoseBear Available Win Best Boyfriend Award girl gift Lifetime Shop Crazy Discounts #rosebear #myhubbyisthebest #ValentinesDay
4643,NOT_SARCASM,bug reason I've surprised hasn't #patience
4644,NOT_SARCASM,Yes make school teach happiness #Peace #Happiness
4645,NOT_SARCASM,Thanks ️ ️ January flowers Anemone ISEEYOUFLOWER
4646,NOT_SARCASM,It's surfing ;) gotta keep getting fall crashing waves crash laugh ;) love energy sweet friend Sending love light beautiful hump lol ;) #runfree #nosnakes
4647,NOT_SARCASM,LOVE AIR u 2 stay 28.6 % Love 42.9 % Big wants u tweet 14.3 % Sir puppy wants u 2 tweet 14.3 % 7 votes · 5 days left 19:40 PM · Jan 13 2020 · Twitter Web App #ThirdVoteWeloveKinahan #Twitter #Dorsey
4648,NOT_SARCASM,world oyster enjoy 20th Happy Birthday Beautiful Young Lady
4649,NOT_SARCASM,rejoining better economically shows knows macro rejoining mean pegging currency joining Euro turn Greece ( considering Debt GDP ratio current account balance )
4650,NOT_SARCASM,beautiful wife assisting new book Called Dream Machine It's drug allows user teleport moment time set 9303 #Dmt #bewhoyouwant #newbook chance appart new book involing Sign
4651,NOT_SARCASM,thinks Hillary superhuman abilities survive capture [ alleged ] wrongdoing
4652,NOT_SARCASM,That's keep telling LOL work you're flight attendant don't drink coffee
4653,NOT_SARCASM,friends you're delirious consumed doom Trying hard fill emptiness pieces gone Left puzzle undone Ain't way say feel wrong feel incomplete #ChristinaAguilera
4654,NOT_SARCASM,know regret speak applies son David light #God's heart bring fractured families back soon Ezekiel 36:26 #PRAYER
4655,NOT_SARCASM,two houseless show empathy awareness done deserve silent listen Voicings Star Arts AMERICANS .. #aaceimnrs homeless vet author voice home
4656,NOT_SARCASM,magic read mind thought fake apparently #grandwizard #omg
4657,NOT_SARCASM,trust #divine timing #universe back #ThinkBIGSundayWithMarsha
4658,NOT_SARCASM,anti-black ( hell thousands black MPs MPLs Cllrs members activists stupid ) pro South African party showcases natural diversity country's people Fact stand service
4659,NOT_SARCASM,God wanted come Come teaching Show Show Jesus Christ meant easier Believe clearer — — — #God #Jesus #HolySpirit
4660,NOT_SARCASM,17 Healing Vibes way trauma ebb away Future's looking TRULY bright #ChooseLove #Kindness & #Light Mitakuye Oyasin ~ Tribe Love Vibes Namaste ~ GREAT Love
4661,NOT_SARCASM,God's Love keeps person free cancer having God's Love remove cancer person — — — #God #Jesus #HolySpirit
4662,NOT_SARCASM,That's James Caan trick renting office fancy building meeting client foyer taking coffee super impressive building run office #CausewayHour
4663,NOT_SARCASM,I'm impressed artistic restraint ... bladder face features ...
4664,NOT_SARCASM,I'm hooked Thank introducing Brilliant beautifully written exquisite moments Can't help fall love characters #bingewatching #talent
4665,NOT_SARCASM,can't figure point console
4666,NOT_SARCASM,Thanks info found app
4667,NOT_SARCASM,Enjoy journey #songs #hopeful ; Journey CLICK Thanks
4668,NOT_SARCASM,probably crying twitter going merry way chief Don't Twitter supposed #pathetic
4669,NOT_SARCASM,#15 2013 it's x2 platinum songs chart decade 2017 scored Hot 100 appearance she's successful female Billboard's HISTORY yes drag flopaj
4670,NOT_SARCASM,We're worries state pushing experiments uneducated Muslims hard working people paying bill
4671,NOT_SARCASM,2014 demonstrated effectiveness wonderful democratic institution secret ballot noise street made oafish minority defeated silent pencil marks sensible majority
4672,NOT_SARCASM,Don't remember ... way back Trump Rally woke hospital I'll ...
4673,NOT_SARCASM,Yes daughter democrat soldier fighting freedom sitting home calling Libtard Dumbocrat yall think cool word o soldier's child
4674,NOT_SARCASM,#BREAKING_NEWS : Melania's 1996 Einstein Visa photo released #FauxNews Einstein's survivors vehemently request #retweet
4675,NOT_SARCASM,Ohhhh can't wait break Haha #JEALOUS Crushing Jan 31 CLOSE heck
4676,NOT_SARCASM,WordPress fan #interiorschat gives real sense accomplishment created site built scratch
4677,NOT_SARCASM,photo particularly great taken West Yorkshire shows group nurses ambulance train Huddersfield station taken 17 November 1917
4678,NOT_SARCASM,Wonderful example lake-effect snow Lake Michigan Lake Huron January 2019 ️ 60 images : interesting #satellite images 2019 ( credits : )
4679,NOT_SARCASM,joyful stupid things joyful #MondayMotivation #happiness #MondayMorning
4680,NOT_SARCASM,Aunty L came 4th Lady age group 4th Lady overall Immense
4681,NOT_SARCASM,... Trump mired #TheSwamp sleeping #sheeple #wakeup hard look order bring people
4682,NOT_SARCASM,wish Ruchika Doresh wonderful life ahead Thank making part big #MondayMotivaton #celebration #delhi
4683,NOT_SARCASM,limited loosed Pharaoh life uprooted power & strength removed rise shine celebrate & celebrated #QuantumLeap #Victory #Reinvention
4684,NOT_SARCASM,swollen U tell hurts Going hurt days Mom make better #Ice #Motrin #Pamper
4685,NOT_SARCASM,DePodesta Berry involved personnel decisions #Browns back winning draft pick gathering winless field Let's ahead pay $ 16m 2nd pick
4686,NOT_SARCASM,Amy repeatedly went allotted time tonight ignoring moderator pressing home punchline
4687,NOT_SARCASM,Hunter Biden Adam Schiff John Brennan James Comey LOL #Resist #Liberal
4688,NOT_SARCASM,bad Pirates specifically Bob Nutting hasn't realized happens
4689,NOT_SARCASM,Imagine fame critiquing president
4690,NOT_SARCASM,Did Vladimir give talking points ... years Adderall abuse way you've got serious brain issues
4691,NOT_SARCASM,Dude educated tweet won't embarrassing #uninformed #racist
4692,NOT_SARCASM,... great #Christian pence looking Funny boss Hit boss
4693,NOT_SARCASM,Awww did troll account created 2019 destroy democracy freedom rule law re-electing Trump break Warren
4694,NOT_SARCASM,imagine ashamed grandkids realize DONE tenure prevent destruction planet gaslighted folks supporting #SpaceForce
4695,NOT_SARCASM,agree house impeached insufficient evidence
4696,NOT_SARCASM,I'm salt pepper
4697,NOT_SARCASM,country guarantee spelling grammar sentence structure grade did graduate throw knowing English
4698,NOT_SARCASM,Contacted ended going didn't due time restraints childcare option ... sposed romantic wander lovely Brugge Changed vibe ️ mention compensation kinda grateful ur going ...
4699,NOT_SARCASM,called agent got past coach Spirit Airlines #greenroom
4700,NOT_SARCASM,That's put quotes felt better
4701,NOT_SARCASM,belong party common sense Sadly representation
4702,NOT_SARCASM,Yes Democrats acting patriots republican I'm embarrassed #ImpeachAndRemove
4703,NOT_SARCASM,I'm complain past company speechless customer service received red card customer service Especially loyal customer 10 years
4704,NOT_SARCASM,Definitely losing charm Fox News bother anymore C-Span 2 ‍ ️ #PoorRatings
4705,NOT_SARCASM,say factors play kids dying due conditions detention centers factually scientifically inaccurate seven died that's miracle Considering endure getting
4706,NOT_SARCASM,name calling bad manners incivility lying corruption bad form Today's republican party gone gutter straight shitter HELL #Unconscionable #BadForm #DoBetter
4707,NOT_SARCASM,Warren failed progressive tests circumstance vote
4708,NOT_SARCASM,Democrats Felt Way Lincoln Administration #GOP #PartyOfLincoln #Democrats
4709,NOT_SARCASM,Announced today conduct unbecoming teammember Benched late game did play mins end did travel Hope all's look good looks drama Hope #betterthanthat
4710,NOT_SARCASM,Tried calling it's ringing thought campaign It's Things make service special #notasadvertised
4711,NOT_SARCASM,:( Respond immediately blocked sad right owned insightfull responses Oh woe Oh woe life
4712,NOT_SARCASM,Cheating cheating sadly limited occasion #Integrity means right thing watching espousing integrity haven't caught lose winning costs exactly won
4713,NOT_SARCASM,that's Hammer bloody joke
4714,NOT_SARCASM,ask sharing contact details DM openly twitter
4715,NOT_SARCASM,that's That's point
4716,NOT_SARCASM,#FeelTheBern canceled second time Democrat establishment trust voters MSM aids cancel ... #CancelCulture
4717,NOT_SARCASM,#worstcustomerservice #award goes #shaw Hours hours wait time phone live chat limited scope
4718,NOT_SARCASM,That's disappointing hoping bring daughter confirmation Saturday who's birthday St Patrick's can't justify € 1000 price difference #stpatricksday #march17
4719,NOT_SARCASM,That's clueless SecDef worried contractors paid end fiscal trump ILLEGALLY withholding aid-DUH SecDef's alleging pence's trip meet Zelenskyy would'resolve'the issue
4720,NOT_SARCASM,got customer support Flipkart
4721,NOT_SARCASM,Beginning government control control new Bernie line
4722,NOT_SARCASM,take stick time
4723,NOT_SARCASM,pm women apparently can't answer simple questions getting #triggered
4724,NOT_SARCASM,They're looking bigger picture 20 % Americans support leaves 80 % 325 million Rallies microscopic comparison work acknowledging band's intellectual property China
4725,NOT_SARCASM,unhealthy home lame excuse side king burgers
4726,NOT_SARCASM,Assigned tracking number ; say shipper CSR wasn't shipped told damaged shipping inconvenience #badCSR #wasteoftime
4727,NOT_SARCASM,raw food #barf dog dog food probably healthier diet hold kibble
4728,NOT_SARCASM,Known fact RVA he's uva VT
4729,NOT_SARCASM,2016 agenda attract voters side trust voters pick candidate Poor Bern feel Bern Democrat establishment gives rigs primary second time #Trump2020 #FeelTheBern
4730,NOT_SARCASM,rest salty buffaloes likes sit moan twitter
4731,NOT_SARCASM,dad can't contact pay bill can't contact service
4732,NOT_SARCASM,feel sorry ... Condolence family friends ...
4733,NOT_SARCASM,Imagine going life thinking humans actually affect universe planets #silly #dumb
4734,NOT_SARCASM,gone two business gone forever
4735,NOT_SARCASM,TRIAL 25 Years later — 100 % GUILTY NOTE : #OJSimpson attended Wedding #Trump Trophy Wife # 2 Murderers & Thugs Welcome Wedding Events
4736,NOT_SARCASM,Epic scumbag Donald Trump demeaned debased office president time
4737,NOT_SARCASM,Oh ... thought going racey
4738,NOT_SARCASM,Citizens stalking Ambassador rub price OKAY Gotcha
4739,NOT_SARCASM,guess given reoffending rates high Prison staff massively reduced unsafe practice inmates staff Education reoffending slashed Look government Look outdated CJS don't show pretty picture
4740,NOT_SARCASM,^ ^ white man upset race topic ...
4741,NOT_SARCASM,don't people trying pretend they're perfect saints Biden least honest mistakes apologizes best improve woman win 2020
4742,NOT_SARCASM,she's sell-out rest politicians running world
4743,NOT_SARCASM,think dropped head birth
4744,NOT_SARCASM,fact thoroughly shocking fox literal Russian asset #foxnews #RussianAsset #propaganda shocking watch .. aCtUaL fakespun news ..
4745,NOT_SARCASM,least expecting fella's living room I'm Alan Partridge
4746,NOT_SARCASM,Boycott BB thing u #IAmWithSana
4747,NOT_SARCASM,#umc #Protocol new #OneChurchPlan time Trad-elites Prog train
4748,NOT_SARCASM,MN Police chief Garden Grove CA police chief implore policy makers reevaluate policies criminal justice pendulum swung increasingly difficult keep communities safe rise violent crime
4749,NOT_SARCASM,It's heartwarming wholeheartedly pursuing truth leading integrity able say straight face Clearly capable JOB long benefits oompahloompah charge
4750,NOT_SARCASM,m getting poor service ur data speed worsrt ..
4751,NOT_SARCASM,wasn't part bill
4752,NOT_SARCASM,replied mail customer.care@icicibank.com email account active dropped two mails 8 days everytime acknowledgement i'll revert 2 business days unfortunately 6 business days passed reply
4753,NOT_SARCASM,entire tweet incorrect new talking points mentioned debunked
4754,NOT_SARCASM,hate break back ... brought fake charges allowing defend read called letter congressional record totally made Shiff can't push charges Proof
4755,NOT_SARCASM,He's jealous blood brother family
4756,NOT_SARCASM,Dominika rang Wasted 15 minutes phone told it's irrelevant responded Twitter moving accounts soon possible #nocustomerloyalty
4757,NOT_SARCASM,media won't bring
4758,NOT_SARCASM,jasam better couple history fans fans didnt ‍ ️ ‍ ️ ‍ ️ ‍ ️ #gh
4759,NOT_SARCASM,read real estate biz renting blacks Yeah did
4760,NOT_SARCASM,people quote tweeted joke weren't happy It's mine admittedly super funny knew piss ‍ ️ alas didn't full triggered response looking
4761,NOT_SARCASM,Yes prez gd lazy misfit step #HelpUs
4762,NOT_SARCASM,Trump news verbal garbage campaign rallies repeat #MSM finds newsworthy
4763,NOT_SARCASM,... TRUST #ME #Healthcare #FLOTUS WEARS gets close
4764,NOT_SARCASM,You're clueless giving country billions buy weapons systems pay play Pay play private person donating money thing value politician favor clearly don't know executive privilege
4765,NOT_SARCASM,boring song dance time
4766,NOT_SARCASM,saying surprises minx arent wont sleep tonight
4767,NOT_SARCASM,Lol looked profile realised actually scientist
4768,NOT_SARCASM,pulling looks helpless #MCA #MIC #BN
4769,NOT_SARCASM,It's scary realize people actually believe stuff Scary dangerous
4770,NOT_SARCASM,people charge zoo Port Harcourt supposed sued wickedness suppose answer
4771,NOT_SARCASM,Hi guys sell shitty furniture pathetic installation service provider ( Jeeves ) taking action Kindly escalate hire better customer service representative learn lot
4772,NOT_SARCASM,That's BEST you've got Geesh heck come wittier retort live home w mom
4773,NOT_SARCASM,Whey making feel welcome comes spend vouchers Customer service costs nowt approached differently
4774,NOT_SARCASM,Fake news actual OpEd ran
4775,NOT_SARCASM,Imagine thinking signing possible move program Give chance Bad take barret #CollegeFootball #BobbyPetrino
4776,NOT_SARCASM,please confirm status #FASTag 2 months ordered date zero progress action #AirtelIndia #careless
4777,NOT_SARCASM,accomplishments sign stealing hit ball #DUH Reminds trumptard winning russians #CORRUPTASFUCK
4778,NOT_SARCASM,thinking ... they'd blind sheep lead corrupt sheperd sense direction
4779,NOT_SARCASM,black community ... happen ways society mess 2020 can't believe live
4780,NOT_SARCASM,happened days million miler current Platinum actually grab Econ comfort seat
4781,NOT_SARCASM,Fatarse corrupt president history America sycophant supporting
4782,NOT_SARCASM,Yeah sure police know miscreants country trains got looted think caught probability 1/999999 way earth passenger getting belongings back
4783,NOT_SARCASM,they're breaking law regularly manipulating stock market knows that's
4784,NOT_SARCASM,Conspiracy theorists ^ wrong ^ twist thing narrative
4785,NOT_SARCASM,bought-and-paid-for #NJ doesnt fit th #wetland th Upper Bay #NY Harbor pervasively control politics OBVIOUS good things don't won't happen
4786,NOT_SARCASM,Trump trying split Dems crazy way
4787,NOT_SARCASM,argue lack reality republicans demonstrate arguments completely I'm independent ignorance mind blowing dangerous #wakeupamerican
4788,NOT_SARCASM,won't visit classroom NYC & trust I've invited Nada
4789,NOT_SARCASM,I'd say approximately 99.8 % #Russiapublican #LIED2GOD Judge Roberts & America took #Oath today Fair & Impartial witnesses they're matter they're LYING
